Company,Question,Date
Senior Data Analyst at ZAPR Media Labs was asked...,How would you identify audience for showing a Sony smart tv ad?,28-Jan-20
Data Analyst at Polestar Solutions & Services India was asked...,What is difference between where and having,7-Mar-20
Data Analyst at Polestar Solutions & Services India was asked...,Write a program of fibanoice series,7-Mar-20
Data Analyst at Centre for Digital Financial Inclusion was asked...,Asked only about my project. How I approached the project. Didn't asked anything technical on that project.,10-Dec-19
Data Analyst at ZAPR Media Labs was asked...,Intermediate SQL and Beginner Python (for Test),7-Jan-20
Data Analyst at Coolsoft was asked...,communication skills,9-Jan-20
Data Analyst at WNS was asked...,"Questions on python basics, SQL, tableau and projects done.",30-Jan-20
Financial Data Analyst at Atos-Syntel was asked...,Place were stock exchange located,26-Jun-18
Data Analyst at Christian Medical College was asked...,Relational database,13-Jul-18
Digital Data Analyst at eClerx was asked...,Your work experience,10-Aug-18
Data Analyst at Sandcube Analytics was asked...,questions were like synonym of ammenable,16-Sep-18
Research Data Analyst at Machwan Communication & Research was asked...,What do know about VBT and cloud computing ?,30-Nov-18
Research Data Analyst at Machwan Communication & Research was asked...,How did you do do things which you didn't like in your previous organization?,30-Nov-18
Research Data Analyst at Virtusa was asked...,How will you travel,28-Sep-18
Data Analyst at Bharti Airtel was asked...,"Q: Basic Telecom Call flows for voice, SMS and GPRS. Q: Your Current Work Profile related questions. Q: Scenario based questions or sometimes Aptitude questions?",14-Dec-18
Research Data Analyst at S&P Global Market Intelligence was asked...,"basic questions about yourself, your resume. your internship and finance related questions like what is merger&acquisition, ipo process, warrants and options, green shoe option, etc",7-Dec-18
Research Data Analyst at S&P Global Market Intelligence was asked...,"1. About yourself 2. What do you know about S&P 3. Finance questions such as Ratios, M&A",20-Dec-18
Data Analyst at Nikhil Analytics was asked...,"R & python, Machine Learning concepts, SQL",12-Mar-19
Data Analyst at Shine was asked...,Few SQL queries,13-Mar-19
Junior Data Analyst at Annik Technology Services was asked...,"About me, why I am interested in this job",2-May-19
Junior Data Analyst at eClerx was asked...,basic Excel questions,16-May-19
Data Analyst at Ideas2IT was asked...,Simple questions on statistics and modelling of data. Which model to use where.. And two puzzles were asked and they were really easy.,29-May-19
Senior Data Analyst at ZAPR Media Labs was asked...,How you handle situation when you have too much pressure?,29-Aug-19
Data Analyst/Modeler at Principal Funds was asked...,Questions were asked about the working area,29-Dec-19
Research Data Analyst at S&P Global Market Intelligence was asked...,Tell me about yourself? why should we hire you? how many petrol pumps is theirs in Delhi? ETC,17-Feb-20
Data Analyst at Axtria was asked...,About project (not in detail) but it's benefits,24-Apr-20
Data Analyst at Unknown Planner was asked...,Based on scenarios questions were asked.,31-Mar-19
Data Analyst at Fragma Data Systems was asked...,Basic SQL questions,12-Nov-19
Data Analyst at Khoros was asked...,Why am I interested in Khoros ?,23-Jun-20
Data Analyst at Cyient was asked...,Explain what you know about the post for which you are being hired?,30-May-18
Data Analyst at Digital Impact Square was asked...,All related to my project,28-Mar-17
Data Analyst at IDeaS - A SAS Company was asked...,"Proficiency in excel , maths.. how good you are in this?",25-May-18
Data Analyst at Goldman Sachs was asked...,"technical qns all SQL focussed- left join qn and result, how to remove duplicates without distinct. How to treat missing and null values. Whats the difference between sum(a,b) and a+b, What all checks do you do with data? how do you initialize a variable in VBA, How to divide a set of numbers into exactly 2 groups. Non tech- take me through resume, why did you leave previous firm, why GS? Why this role? Tell me about a time where you exhibited leadership skills, how did you manage expectations in a project with client",10-Dec-16
Data Analyst at Enquero was asked...,they will ask some DBMS and projects from your resume,18-Jan-18
Data Analyst at Enquero was asked...,"Most of the questions where scenario based,depending on my experience and roles that I had played in my previous organization.",25-Apr-17
Data Analyst at LTI was asked...,Spark Architechture,16-Sep-19
Data Analyst at GfK was asked...,Tell in O(n) time complexity whether one string is anagram of another string,30-Aug-18
Associate Data Analyst at Atos was asked...,"Have you done any projects? If so, in what field?",22-Nov-18
Data Analyst at Decision Point was asked...,Data Science journey so far ?,29-May-20
Data Analyst at Ipsos was asked...,What is ROI?,31-Mar-18
Data Analyst at Media.net was asked...,Tell me what is the business of media.net,8-Mar-19
Data Analyst at Hansa Cequity was asked...,"Sql built in function,Aggregate functions,Project related..",1-Sep-15
Data Analyst at EOX Vantage was asked...,r code,5-Apr-18
Data Analyst at EOX Vantage was asked...,excel pivot,5-Apr-18
Data Analyst at BASF was asked...,Your current CTC and than technical round.,22-Oct-16
Senior Data Analyst at JLL was asked...,All the questions that were asked were around the technologies i have worked on.,12-Mar-19
Data Analyst at Moody's Analytics was asked...,Why do you want to be a data analyst?,17-May-19
Data Analyst at Maxim Integrated was asked...,"typical HR questions why should we choose you, strength weakness, family background etc..",11-Jan-18
Data Analyst at EXL Service was asked...,use 5 zeroes to make 120,3-Dec-15
Data Analyst at EXL Service was asked...,tell about yourself (other than what is already mentioned on the resume),30-Oct-16
Data Analyst at Unilog Content Solutions was asked...,What do you know about our company,29-Aug-19
Data Analyst at HDFC Standard Life was asked...,Basic stats and fit questions?,25-Apr-15
Data Analyst at Royal Bank of Scotland was asked...,Resume based interview and some situational ques. Also ques from answer sheet of 2nd round.,28-Apr-18
Data Analyst at Aditi was asked...,tell me about ur self?,17-Mar-16
Data Analyst at TresVista was asked...,How do you handle pressure?,16-Mar-19
Data Analyst at Royal Bank of Scotland was asked...,Resume based interview and some situational ques. Also ques from answer sheet of 2nd round.,28-Apr-18
Data Analyst at GroundTruth was asked...,"SQL - joins, practice questions, rank functions etc.",3-Feb-20
Data Analyst at Mu Sigma was asked...,Tell me about yourself Application Of DS Strength/Weakness,6-Sep-16
Data Analyst at Mu Sigma was asked...,tell me something about tourself,14-Jun-13
Data Analyst at Mu Sigma was asked...,What three topics from your resume you want me to focus on?,19-Aug-17
Data Analyst at Mu Sigma was asked...,Tell me about your past experiences where you handled your stress very well?,25-Aug-17
Data Analyst at Mu Sigma was asked...,How was your experience in the company the day before?,25-Aug-17
Data Analyst at Mu Sigma was asked...,Introduce Yourself,1-Sep-17
Data Analyst at Mu Sigma was asked...,How will you come to a conclusion when you're provided with a set of data,1-Feb-19
Data Analyst at Mu Sigma was asked...,In MCQ there was a pattern program and a program based on while loop.,8-Oct-18
Data Analyst at Intelenet was asked...,Comfortable on the statistical software,7-May-17
Data Analyst at Mu Sigma was asked...,What three topics from your resume you want me to focus on?,19-Aug-17
Data Analyst at Mu Sigma was asked...,Tell me about your past experiences where you handled your stress very well?,25-Aug-17
Data Analyst at Mu Sigma was asked...,How was your experience in the company the day before?,25-Aug-17
Data Analyst at Mu Sigma was asked...,Introduce Yourself,1-Sep-17
Data Analyst at Mu Sigma was asked...,Tell me about yourself Application Of DS Strength/Weakness,6-Sep-16
Data Analyst at Mu Sigma was asked...,"Psychometric Questions, few verbal based questions few probability and data analysis based question",5-Aug-18
Junior Data Analyst at Shore Group Associates was asked...,"NPV, IRR",30-Jan-19
Data Analyst at Mu Sigma was asked...,Why musigma?,17-Jul-18
Data Analyst at Mu Sigma was asked...,"Psychometric Questions, few verbal based questions few probability and data analysis based question",5-Aug-18
Data Analyst at Interra Information Technologies was asked...,About the project works those I did during the internships.,28-Mar-16
Data Analyst at BRIDGEi2i was asked...,Why Analytics?,4-Jun-18
Data Analyst at BRIDGEi2i was asked...,Difference between mutually exclusive and independent events,4-Jun-18
Data Analyst at BRIDGEi2i was asked...,why bridgei2i,3-Sep-17
Data Analyst at BRIDGEi2i was asked...,Tell me something about yourself. What's your favourite subject,8-Mar-19
Data Analyst at BRIDGEi2i was asked...,Basic Puzzles,19-Sep-16
Data Analyst at LatentView Analytics was asked...,Number of Red cars in Chennai,24-Oct-16
Data Analyst at LatentView Analytics was asked...,Next they asked me the greedy pirate puzzle,12-Nov-17
Data Analyst at FE fundinfo was asked...,Mutual fund,19-Aug-16
Data Analyst at LatentView Analytics was asked...,circular linked list operations code,26-Oct-15
Data Analyst at Elucidata (MA) was asked...,provided with a dataset to fill up null values in some fashion,23-Feb-19
Data Analyst at FE fundinfo was asked...,Nothing as such,25-Jun-13
Senior Data Analyst at NSEiT was asked...,explain algorithms in depth.,19-Feb-18
Data Analyst at LatentView Analytics was asked...,Next they asked me the greedy pirate puzzle,12-Nov-17
Data Analyst at Genpact was asked...,Tell me about yourself?,9-Jan-18
Research Data Analyst at S&P Global was asked...,Why do you want to join us?,3-Jan-19
Research Data Analyst at S&P Global was asked...,What do you know about s&p,16-Feb-19
Data Analyst at LatentView Analytics was asked...,about my project,31-Jul-19
Senior Data Analyst at Reachout Analytics was asked...,Can you Explain about ANOVA with an Example.,1-May-20
Research Data Analyst at S&P Global was asked...,What do you know about s&p,16-Feb-19
Data Analyst at Empower Retirement was asked...,"The question asked were from SQL,SAS and the overall job role and work process in current company.",30-Apr-20
Data Analyst at CDK Global was asked...,In the GD they only wanted to hear what they think was correct.,15-Oct-16
Data Analyst at ValueLabs was asked...,"Tech Level-1: Only on Basic questions..about Joints, queries, Keys..and all... Easy to crack, if you have good command on SQL",27-Sep-16
Financial Data Analyst at Moody's Corporation was asked...,What is Gross fixed capital formation?,20-Aug-17
Data Analyst at HERE Technologies was asked...,About yourself What do you want to do in future Question from prof/educational background Technical question on Maps,3-Nov-16
Data Analyst at Wipro was asked...,1.c/c++ 2.compiler/interpreter 3.function/operator overloading,30-Jan-18
Research Data Analyst at Morningstar was asked...,"1. P/L, Balance sheet and cash flow process 2. What line item it includes? 3. Split shares 4.Ratios 5. Working capital 6. Depreciation",14-Dec-18
Data Analyst at L Connectt was asked...,Personal and technical,22-Oct-18
Data Analyst at IIFL was asked...,"What is Logistic Regression, ROC curve, P value, Hypothesis test, How do you select a model for a particular business problem, Why IIFL, What do u know about IIFL, Your resume based questions, Projects, and more questions related to machine learning and statistics",28-Aug-18
Data Analyst at Neeyamo Enterprise Solutions was asked...,what do you think about us?,27-Apr-18
Data Analyst at Enverus was asked...,Why do you want to join this company?,20-Jun-19
Data Analyst at Enverus was asked...,Describe Yourself.,20-Jun-19
Data Analyst at Walmart Labs was asked...,"Project discussion, Multiple case studies involving heavy statistics , Basic SQL and R related questions. Brush up your stats knowledge before the interview.",22-Apr-20
Data Analyst at Axis Bank was asked...,Why Axis Bank?,1-Oct-16
Data Analyst at Ugam was asked...,What are the assumptions of linear regression,3-Sep-19
Research Data Analyst at Morningstar was asked...,"1st and 2nd rounds are mostly Finance based on stocks, IPOs, capital markets, IFRS, GAAP, accounting standards etc, basically almost everything Finance.",20-Feb-19
Associate Data Analyst at ZS Associates was asked...,"100 floor single egg, multiple egg and infinite no. of egg puzzle",25-Oct-19
Data Analyst at Ugam was asked...,Describe a real life scenario in which data analytics is extensively used,29-Aug-19
Data Analyst at Hotstar was asked...,"How can you determine the active subscribers base in India including all the platforms, like hotstar, prime, netflix, zomato and swiggy.",4-Oct-19
Data Analyst at ninjacart was asked...,"1. 25 horses puzzle 2. How to convert a column in one single cell, separating the values by comma(Excel) 3. Other Basic SQL and excel questions",18-Feb-18
Data Analyst at ninjacart was asked...,Linking two tables in database??,20-Oct-19
Data Analyst at ninjacart was asked...,"Tell me about your projects, what you know in SQL, solve a guesstimate.",16-Oct-19
Senior Data Analyst at Kabbage was asked...,"The questions were from sorting, data structures, graphs, strings, hashing and C++(STL)(if mentioned in the resume).",14-Sep-19
Data Analyst at MSCI was asked...,Basic finance questions. What is capital expenditure,24-May-19
Data Analyst at XL Dynamics was asked...,"They posted in naukari that they do not required prior experience in mortgage but I never felt this thing. Though, I applied for the post of data analyst (MIS work) they have taken case study round. when I applied for that post there were 3 vacancies, today after a month there is still 3 vacancies. I did not cleared the operation round.",30-Sep-14
Data Analyst at IBM was asked...,Machine Learning concepts.,16-Aug-17
Data Analyst at Xoriant was asked...,"Lot of things they asked, like What you did in your last company, about Data and BI tools , and the RDBMS I worked on",31-May-20
Data Analyst at ZS Associates was asked...,How many tennis balls can fit in a plane?,31-Dec-19
Data Analyst at Walmart Labs was asked...,"Project discussion, Multiple case studies involving heavy statistics , Basic SQL and R related questions. Brush up your stats knowledge before the interview.",22-Apr-20
Data Analyst at CDK Global was asked...,In the GD they only wanted to hear what they think was correct.,15-Oct-16
Financial Data Analyst at Moody's Corporation was asked...,What is Gross fixed capital formation?,20-Aug-17
Data Analyst at Neeyamo Enterprise Solutions was asked...,what do you think about us?,27-Apr-18
Senior Data Analyst at Sportz Interactive was asked...,Do you follow sports?,22-Mar-20
Associate Data Analyst at ZS Associates was asked...,"100 floor single egg, multiple egg and infinite no. of egg puzzle",25-Oct-19
Data Analyst at Enverus was asked...,Why do you want to join this company?,20-Jun-19
Data Analyst at Enverus was asked...,Describe Yourself.,20-Jun-19
Data Analyst at dunnhumby was asked...,Hive Partitioning / bucketing scenario based questions Python related pandas/numpy Other Topics mentioned in cv covered,22-Mar-18
Data Analyst at Zoho was asked...,aptitude questions only,27-Aug-19
Data Analyst at TheMathCompany was asked...,Write SQL queries Python/R codes Explain ML algorithms and related questions Explain Project Guesstimates Business Scenario questions,10-Feb-20
Data Analyst at Deloitte was asked...,the questions are very simply they only check our communication,17-Aug-16
Data Analyst at Deloitte was asked...,Lod functions in tableau ?Can you explain me the exclude function,9-Dec-18
Data Analyst at Urjanet was asked...,Explain about your projects that you made?,3-Apr-19
Data Analyst at Urjanet was asked...,Regarding Excel,3-Apr-19
Data Analyst at Zycus was asked...,"Train related sums,Logical figures to interpret",11-Dec-13
Data Analyst at Morgan Stanley was asked...,"questions were basically from data structures, algorithms,operating systems and database(mainly sql queries).",14-Oct-18
Data Analyst at Urjanet was asked...,Tell me about your self,2-Jul-19
Data Analyst at TheMathCompany was asked...,Why do you want to be a data analyst?,6-Dec-19
Data Analyst at Deloitte was asked...,What is an entity? Can you draw the ER diagram for your project?,28-Aug-11
Data Analyst at KPMG was asked...,General Puzzles,3-Dec-18
Big Data Analyst at TO THE NEW was asked...,What is the flow of map side Join?,27-Oct-18
Data Analyst at IBM was asked...,Machine Learning concepts.,16-Aug-17
Business Analyst/Data Analyst at Evive was asked...,"Most questions were related to data structures in written round, whatever you write in answer sheet and resume will be questioned at the time of interview, considering whichever profile you are appearing for.",15-Sep-16
Data Analyst at Morgan Stanley was asked...,"questions were basically from data structures, algorithms,operating systems and database(mainly sql queries).",14-Oct-18
Data Analyst at Centric Consulting was asked...,"SQL basics, ETL, Data warehouse concepts, Reporting",17-Jul-18
Data Analyst at Walmart was asked...,regression svm ann decision tree,18-Nov-18
Data Analyst at EY was asked...,Based on Resume,25-Oct-18
Master Data Analyst at AIG was asked...,query on project that was too deep into project.,23-Nov-13
Data Analyst at Xoriant was asked...,"Lot of things they asked, like What you did in your last company, about Data and BI tools , and the RDBMS I worked on",31-May-20
Data Analyst at GlobalLogic was asked...,Narrate the last movie you saw.,27-May-18
Data Analyst at Capital One was asked...,"It was a case study on which car should one buy , diesel or petrol based on provided 5 - 6 parameters.",3-Apr-17
Data Analyst at Clarivate was asked...,Solve a programming challenge (3 hours),24-Nov-17
Data Analyst at Epsilon was asked...,relevant questions were only asked not like that in some companies asking so much question and not used even 10% of them,30-Aug-18
Data Analyst at Epsilon was asked...,Discussed about projects,13-Dec-19
Data Analyst II at Epsilon was asked...,about the work experiences with previous clients,21-Feb-17
Data Analyst at Capital One was asked...,business case,23-Jul-14
Data Analyst at Target was asked...,whats is your family background and all...previous experience,8-Sep-15
Business Analyst/Data Analyst at Evive was asked...,"Most questions were related to data structures in written round, whatever you write in answer sheet and resume will be questioned at the time of interview, considering whichever profile you are appearing for.",15-Sep-16
Data Analyst at Centric Consulting was asked...,"SQL basics, ETL, Data warehouse concepts, Reporting",17-Jul-18
Data Analyst at GlobalLogic was asked...,Q:Are u not overqualified for this post?,11-Jul-17
Master Data Analyst at AIG was asked...,query on project that was too deep into project.,23-Nov-13
Data Analyst at EY was asked...,"1. 10 coins are tossed, find the probability of getting three heads. 2. what is stationary time series? 3. Difference between python list and list in R. 4. Generation of correlated random variables which follows geometric brownian motion.",11-Jul-17
Data Analyst at EY was asked...,What are the challenges you could face at EY?,27-May-16
Data Analyst at Walmart was asked...,regression svm ann decision tree,18-Nov-18
Data Analyst at CenturyLink was asked...,puzzles,26-Nov-18
Data Analyst at Amazon was asked...,Why u want to join amazon,30-May-19
Senior Data Analyst at Thomson Reuters was asked...,T-SQL question.,27-Jan-16
Data Analyst at Poshmark was asked...,Business case,16-Jun-20
Data Analyst at Amazon was asked...,Questions were on the SQL Joins particularly as the Intern profile was Data Analyst.,17-Sep-18
Data Analyst at Amazon was asked...,Why u want to join amazon,30-May-19
Data Analyst at UnitedHealth Group was asked...,How will you handle when you don't know about a new thing which came across to you ?,18-May-16
Data Analyst at UnitedHealth Group was asked...,Write a code to calculate factorial of a number ? What is your dream company ?,6-Sep-16
Data Analyst at Bookmyshow was asked...,Classy Sql query i mean those ppl have really great talent to put up a paper like that,29-Jul-15
Data Analyst at UnitedHealth Group was asked...,Every detail about the project i did,17-Sep-18
Senior Data Analyst at Thomson Reuters was asked...,T-SQL question.,27-Jan-16
Data Analyst at CenturyLink was asked...,puzzles,26-Nov-18
Data Analyst at Amazon was asked...,Questions were on the SQL Joins particularly as the Intern profile was Data Analyst.,17-Sep-18
Data Analyst at Capgemini was asked...,There are total 6 eggs. One of the eggs is broken. You can weigh them twice. Tell me how will you find the broken egg.,19-Dec-18
Transaction Processing Associate/Data Analyst at Accenture was asked...,"Will ask about accenture and previous job experience. They want to see will you handle the work pressure or not. Be prepare for night shifts and bargain for salary, bonus and variable.",26-Jan-19
Data Analyst at Fractal was asked...,The most innovative thing you did in your life?,4-Feb-20
Data Analyst at Capgemini was asked...,Where do you see yourself in 5 years?,15-Jul-20
Data Analyst at The Smart Cube was asked...,"Since I had done some projects in Machine Learning, NLP domain, they asked me about sentimental analysis, gave a ML based problem and tested my Python programming skills a little. Apart from these, the normal questions were asked in form of Guesstimates, Puzzles, Case Study etc.",10-Feb-17
Data Analyst at Orange was asked...,About the company,16-Mar-17
Data Analyst at Bidgely was asked...,The written round consisted of 15 questions for one hour. 14 questions were basic logical and quants aptitude. The last question was to write a test case.,15-Jun-17
Data Analyst at McKinsey & Company was asked...,Questions on tableau and it's use cases,11-Sep-17
Data Analyst at McKinsey & Company was asked...,Case study,11-Sep-17
Data Analyst at McKinsey & Company was asked...,What are the projects you have worked on,11-Sep-17
Big Data Analyst at Eli Lilly and Company was asked...,"tell a scenario, which you found difficult to solve in your previous projects?",24-Jun-17
Data Analyst at Quantta Analytics was asked...,Do you know anything in excel?,6-Aug-17
Data Analyst at Datamatics Global Services was asked...,What is a jammer and how a jamming device works?,8-Aug-17
Data Analyst at Teletext was asked...,Basic questions 1. Tell me about your self 2. Aptitude Test 3. Group Discussion 4. Online Test 5. Jam 6. Technical round 7. HR 1. Tell me about your self 2. Aptitude Test 3. Group Discussion 4. Online Test 5. Jam 6. Technical round 7. HR,28-Aug-17
Data Analyst at iKen Solutions was asked...,1)basic machine learning,20-Oct-17
Data Analyst at Sandcube Analytics was asked...,about yourself and about project,28-Sep-17
Data Analyst at Sailotech was asked...,HOw to write a list on R?,8-Feb-18
Data Analyst at Bidgely was asked...,"First questions based on past job projects. Coding Question : You've a file in .csv format which have three columns - name [mike, arthur,sam,..etc], salary_bracket [10K-20K,20K-30K,10K-20K..etc], years_of_exp [2, 4, 1,...etc]. How would you make a .csv file with the following columns - salary_bracket[10K-20K, 20K-30K], years_of_exp_1 [how many guys are with this salary bracket and 1 years of experience], years_of_exp_2 [ how many guys are with this salary bracket and 1 years of experience], years_of_exp_3, years_of_exp_4, ... etc",10-Jun-18
Data Analyst at POPxo was asked...,"Indirect, offset, vlookup, match functions in excel Joins in SQL",7-May-18
Data Analyst at Atlan was asked...,"The questions, according to the role, revolve around hardcore analysis.",6-Sep-18
Data Analyst at Sandcube Analytics was asked...,what are the technology do you aware about?,5-Oct-18
Data Analyst at Quantiphi was asked...,-some puzzles like u have can of 5 and 3 liter then how can you select 4 liter from it? how many railway stations in India ? if you 7 coin and among them 1 is defective then how many turns you can find defective one? -code to find out max of 3 no -About project mention in resume -mysql commands -case study,25-Jul-18
Big Data Analyst at Cogneau was asked...,Write a optimized code for checking a number as prime,26-Sep-18
Data Analyst at Sandcube Analytics was asked...,about yourself,13-Nov-18
Data Analyst at Sandcube Analytics was asked...,Basic interaction.,30-Jan-19
Data Analyst at Mindtree was asked...,Print Pattern with input N and S: 3 44 555 6666 6666 555 44 3 Where N is 3 i.e. starting number And S is 4 i.e. number of rows where the half pattern ends.,2-Apr-19
Data Analyst at Mindtree was asked...,"They'll ask in which programming language you're comfortable in. I told them Java. They'll ask to write a program to find GCD of two numbers. They'll ask to print prime numbers. String reverse. Write a program of Circular Linked list. Fibonacci series. DBMS RDBMS (ALTER a table and DROP a column), DML DDL DCL & TCL.",2-Apr-19
Research Data Analyst at S&P Global Market Intelligence was asked...,"Basic HR questions, no technical questions asked.",29-Mar-19
Data Analyst at evive (India) was asked...,Questions on ms excel,10-May-19
Data Analyst at E2E Research Services was asked...,program ques 1. Draw frame using HTML(frame shape was given). 2.One pattern question.,11-Jun-19
Data Analyst at Clicbrics was asked...,where do you see yourself after 5 years from now in the organization.,24-Jun-19
Data Analyst at E&S Soluções em Telecomunicações was asked...,How data backup can be monitored,3-Jul-19
Data Analyst at HiringWare was asked...,It was a data structure related question. Is not hard but not easy too.,22-Jul-19
Data Analyst at The Smart Cube was asked...,name three companies which have acquired other major compnies in past 6 months,2-Sep-14
SQL Server Data Analyst at Mindtree was asked...,employee manager and department and location relationships and reports. cant remember exact questions but need to write queries.,10-Jan-15
Applies for Data Analyst Got Da Job Offer From Nakuri at Packt was asked...,In the first round was about writing an essay on 'What makes you the kind of person ur',12-Feb-15
Data Analyst at AKC Data Systems was asked...,"About yourself, interest area",16-Jul-15
Junior Data Analyst at Value Research was asked...,no difficult question as yet.. current economy situation was discussed.,6-Sep-15
Data Analyst at ABCO Advisory Services India was asked...,"Difference between RANK and DENS_RANK function. Fetch 3rd highest from a table. Writing a function which is having two numbers as input parameters, sum of the numbers as output parameter and with return type Boolean.",30-Aug-16
Data Analyst at Kreata Global was asked...,How do you manage a team of freshers in your team,9-Aug-16
Senior Data Analyst at KNOEMA was asked...,MS Excel(advanced),23-Aug-16
Data Analyst at Cogent Data Solutions was asked...,"Tel me about yourself What will you do for compensating losses of flipkart big billion day sale, if you are manager?",18-Jul-16
Data Analyst at insAnalytics was asked...,Why prefer hadoop for big data,21-Mar-18
Data Analyst at eClerx was asked...,Square of 24,21-Jul-18
Data Analyst at Sandcube Analytics was asked...,about yourself,13-Nov-18
Data Analyst at Acrotrend Solutions was asked...,Purely real time scenario based question Behavioural questions,19-Nov-18
Data Analyst at Fiction 2 Fact was asked...,When we use Logistic Regression ? etc.,20-Sep-18
Data Analyst at Knowlarity Communications was asked...,Excel and SQL questions,25-Aug-17
Data Analyst at Mckinsey Knowledge Center was asked...,Why this sector?,9-Nov-17
Senior Data Analyst at ZAPR Media Labs was asked...,"Technical interview: Mainly revolved around SQL and Python questions, had almost 10 questions for each of them Second round: Few business questions and resume related chat HR Round: Questions to check cultural fit",13-Nov-19
Data Analyst at Flipkart was asked...,All SQL basics Excel formula vlookup counting sumif index match,15-Jan-20
Data Analyst at SRS Consulting was asked...,"logistic regression and linear regression. SVM, Decission Tree and Random Forest. Feature selection techniques and Feature Reduction Techniques. Having and Where clause in SQL. Union and union all. Left and Right outer join.",21-Dec-19
Data Analyst at eClerx was asked...,Square of 24,21-Jul-18
Data Analyst at Acrotrend Solutions was asked...,Purely real time scenario based question Behavioural questions,19-Nov-18
Data Analyst at Fiction 2 Fact was asked...,When we use Logistic Regression ? etc.,20-Sep-18
Data Analyst at Indegene was asked...,"1-Basic ML que, 2- Random Forest 3-Word Embedding 4-Data cleaning",30-Nov-18
Data Analyst at Infosys BPM was asked...,Technical,13-Feb-19
Junior Data Analyst at McKinsey & Company was asked...,Explain any one of your project,5-Dec-18
Data Analyst at Emplay was asked...,"Analytical questions on given dataset such as, To find 30-day mortality rates for heart attacks in a particular city with many hospitals. To find best hospital in a state based on set of conditions.",1-Jan-19
Data Analyst at MaxVal Group was asked...,tell me about your family,9-Jan-19
Data Analyst at MaxVal Group was asked...,tell me about maxwell,9-Jan-19
Data Analyst at Safe Express was asked...,Q. why would you like to change your stream of software developer to Data analyst.,11-Oct-19
Data Analyst at IDS (International Decision Systems) was asked...,nothing as such. be confident in what ever u talk,14-Mar-13
Data Analyst at The Smart Cube was asked...,name three companies which have acquired other major compnies in past 6 months,2-Sep-14
Data Analyst at Annik Technology Services was asked...,Basic ques from resume,21-Aug-14
Junior Data Analyst at Value Research was asked...,no difficult question as yet.. current economy situation was discussed.,6-Sep-15
Data Analyst at Sandcube Analytics was asked...,Basic interaction.,30-Jan-19
Data Analyst at MaxVal Group was asked...,tell me about your family,9-Jan-19
Data Analyst at MaxVal Group was asked...,tell me about maxwell,9-Jan-19
Data Analyst at evive (India) was asked...,Questions on ms excel,10-May-19
Data Analyst at E2E Research Services was asked...,program ques 1. Draw frame using HTML(frame shape was given). 2.One pattern question.,11-Jun-19
Data Analyst at Clicbrics was asked...,where do you see yourself after 5 years from now in the organization.,24-Jun-19
Data Analyst at E&S Soluções em Telecomunicações was asked...,How data backup can be monitored,3-Jul-19
Data Analyst at Safe Express was asked...,Q. why would you like to change your stream of software developer to Data analyst.,11-Oct-19
Data Analyst at Thorogood was asked...,Resume based,20-Aug-19
Data Analyst at Pacecom Technologies was asked...,"They will check only your communication, because the job don't require any technical knowledge.",30-Oct-19
Data Analyst at R.R. Donnelley was asked...,Tell me about yourself,24-Jul-19
Data Analyst at Business Brio was asked...,Asked questions mainly on statistics to know the in-depth knowledge of the candidate,2-Nov-19
Data Analyst at Hupp Technologies was asked...,What is the responsibility of a Data Analyst?,25-Jul-19
Data Analyst at Surya was asked...,Basics question on oops concepts,10-Nov-19
Senior Data Analyst at ZAPR Media Labs was asked...,How would you analyse performance of a new media application?,28-Jan-20
Data Analyst at Axtria was asked...,Tell me about Yourself,24-Apr-20
Data Analyst at Pacecom Technologies was asked...,"They will check only your communication, because the job don't require any technical knowledge.",30-Oct-19
Data Analyst at R.R. Donnelley was asked...,Tell me about yourself,24-Jul-19
Data Analyst at Business Brio was asked...,Asked questions mainly on statistics to know the in-depth knowledge of the candidate,2-Nov-19
Data Analyst at Hupp Technologies was asked...,What is the responsibility of a Data Analyst?,25-Jul-19
Data Analyst at Truven Health Analytics was asked...,Data analytics experience,21-Aug-19
Data Analyst at Surya was asked...,Basics question on oops concepts,10-Nov-19
Data Analyst at Flipkart was asked...,All SQL basics Excel formula vlookup counting sumif index match,15-Jan-20
Senior Data Analyst at ZAPR Media Labs was asked...,How would you analyse performance of a new media application?,28-Jan-20
Data Analyst at Wunderman was asked...,"Basic Questions on SQL, Q's on Background",27-Mar-20
Data Analyst at Axtria was asked...,Tell me about Yourself,24-Apr-20
Data Analyst at Truven Health Analytics was asked...,Data analytics experience,21-Aug-19
Data Analyst at Indegene was asked...,How will you treat data imbalance?,5-Nov-19
Data Analyst at LogisticsNow was asked...,"You should be strong with Excel along with some basic puzzles, guesstimates and HR type questions in almost every round.",6-Nov-19
Big Data Analyst at Evolent Health was asked...,No as such just related about previous work,8-Aug-19
Data Analyst at Applied Data Finance was asked...,They asked me whether I was willing to work there for a continued period of time.,6-Aug-17
Data Analyst at Applied Data Finance was asked...,25horses puzzle and banana camel puzzle,19-Jun-19
Data Analyst at Applied Data Finance was asked...,"What are different type of joins in sql. What is difference between union and union all.. These were in face to face for programming test beasic level sql ques like joins, subqueries, where function, order by etc and in python palindrome etc",7-Dec-19
Data Analyst at FirstCry com was asked...,"Questions on SQL queries,AVG,COUNT(*)",5-Dec-18
Data Analyst at Reliance Industries was asked...,Projects undertaken and on paper aptitude test for data analyst role,20-Feb-20
